****Estoy modificando un archivo de texto, en este caso, a trav√©s de nano desde la consola de ubuntu

dir	descrip	tam dir
 Directorio de D:\Competencias	" 2 archivos         21,889 bytes"	0.000
 Directorio de D:\Negocio2010\2010\An†lisis Dic2010	" 1 archivos         21,504 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\R\LGD	" 1 archivos         21,504 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\Tabbar	" 6 archivos         21,130 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\ac	" 2 archivos         21,099 bytes"	0.000
 Directorio de D:\Personal hga\m£sica	" 2 archivos         21,099 bytes"	0.000
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Codigos Finales\PD\2 Calificaci¢n Retrospectiva	" 3 archivos         21,070 bytes"	0.000
 Directorio de D:\Bancarias2012	" 1 archivos         20,992 bytes"	0.000
 Directorio de D:\Negocio2011\Validaciones	" 1 archivos         20,992 bytes"	0.000
 Directorio de D:\TDC2014\TSA\comparativa con contingencia	" 1 archivos         20,989 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\Tabbar	" 6 archivos         20,939 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\AlternativaAC2\Herr Proactivo	" 2 archivos         20,847 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\Tabbar	" 6 archivos         20,697 bytes"	0.000
 Directorio de D:\Negocio2012\Ajuste al Ciclo	" 2 archivos         20,514 bytes"	0.000
 Directorio de D:\Correo\Diana Alicia	" 1 archivos         19,968 bytes"	0.000
 Directorio de D:\Negocio2010\2010\Validaciones	" 1 archivos         19,968 bytes"	0.000
 Directorio de D:\Personal hga\evaluaci¢n_bbva	" 1 archivos         19,905 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\AlternativaAC2\PD Media Alternativa 2	" 1 archivos         19,542 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\Nueva carpeta\analisis de sensibilidad sobre mun_id\DICIEMBRE 05	" 2 archivos         19,456 bytes"	0.000
 Directorio de D:\Finanzia2011\2011\Reqs	" 1 archivos         18,944 bytes"	0.000
 Directorio de D:\RAR2010\Aurora	" 1 archivos         18,944 bytes"	0.000
 Directorio de D:\Calibraciones Consumo 2013	" 1 archivos         18,875 bytes"	0.000
 Directorio de D:\TDC2014\LGD	" 2 archivos         18,489 bytes"	0.000
 Directorio de D:\Finanzia2011\2011\Quitas	" 1 archivos         18,432 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones BHS TSA\C¢digos	" 1 archivos         18,142 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\CCF	" 1 archivos         18,082 bytes"	0.000
 Directorio de D:\GDrive\NuevoEjeCalibConsumo2013\correcci¢n ajuste al ciclo	" 1 archivos         17,678 bytes"	0.000
 Directorio de D:\NuevoEjeCalibConsumo2013\correcci¢n ajuste al ciclo	" 1 archivos         17,678 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\Resultados TU+CC\HTML - C¢digo Trabajo	" 2 archivos         17,500 bytes"	0.000
 Directorio de D:\Bancarias2012\Validaciones\valquit	" 1 archivos         17,408 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Proyectos\c¢digos	" 2 archivos         17,375 bytes"	0.000
 Directorio de D:\Bancarias2011\2010\codigos	" 1 archivos         17,302 bytes"	0.000
 Directorio de D:\RAR2010\Auditoria	" 2 archivos         16,935 bytes"	0.000
 Directorio de D:\Contingencia2012\Requerimientos2012	" 1 archivos         16,896 bytes"	0.000
 Directorio de D:\RAR3\LGD\2010vs2011	" 1 archivos         16,896 bytes"	0.000
 Directorio de D:\TDC2014\Reporte Claudia 2015	" 2 archivos         16,830 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\C¢digosCalifRetro	" 1 archivos         16,683 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\ph	" 1 archivos         16,634 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\comparativo	" 1 archivos         16,384 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\PD\CLIENTE_MORA	" 1 archivos         16,384 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones BHS TSA	" 1 archivos         16,088 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start\images	" 2 archivos         15,947 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\Cod varios\cod_reest_antes	" 4 archivos         15,925 bytes"	0.000
 Directorio de D:\Pruebas EstrÇs Empresas\ICAP	" 1 archivos         15,819 bytes"	0.000
 Directorio de D:\VI 2014	" 1 archivos         15,539 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\TSM Herramientas BHS	" 2 archivos         14,981 bytes"	0.000
 Directorio de D:\RAR3\c¢digos	" 2 archivos         14,949 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\Validaciones	" 1 archivos         14,848 bytes"	0.000
 Directorio de D:\RAR\Jajo	" 1 archivos         14,848 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\ENTREGA_AGO\FRP_AGO\inconsistencias_frp	" 1 archivos         14,848 bytes"	0.000
 Directorio de D:\TSM2013\Proyecto	" 1 archivos         14,653 bytes"	0.000
 Directorio de D:\TDC2014\Planeaci¢n	" 1 archivos         14,516 bytes"	0.000
 Directorio de D:\Negocio2010	" 1 archivos         14,336 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\InfAb	" 1 archivos         14,336 bytes"	0.000
 Directorio de D:\TSM2013\Validaciones	" 2 archivos         14,265 bytes"	0.000
 Directorio de D:\TSM2013	" 1 archivos         14,260 bytes"	0.000
 Directorio de D:\AdminServ	" 1 archivos         14,255 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\Resultados TU+CC\C¢digos PRUEBAS	" 2 archivos         13,970 bytes"	0.000
 Directorio de D:\Negocio2010\2010\R10\ccf	" 1 archivos         13,824 bytes"	0.000
 Directorio de D:\Negocio2012	" 1 archivos         13,824 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\analisis nuevas bd\codigos	" 3 archivos         13,761 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\C¢digos\CCFs	" 1 archivos         13,607 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\contingencia\resumen cifras\reest_bnc_fnz\NUEVA_PD_REEST\JUSTIFICACI‡N\SEV CON 99 TODAS	" 1 archivos         12,800 bytes"	0.000
 Directorio de D:\ArreglaScorecards\Hermes VL	" 1 archivos         12,735 bytes"	0.000
 Directorio de D:\GDrive\ArreglaScorecards\Hermes VL	" 1 archivos         12,735 bytes"	0.000
 Directorio de D:\RAR2010\CCF	" 1 archivos         12,492 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Bit†coraIncidencias	" 1 archivos         12,442 bytes"	0.000
 Directorio de D:\RAR3\Proyecto	" 1 archivos         11,739 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\ValidacionesPD	" 1 archivos         11,259 bytes"	0.000
 Directorio de D:\Venta de Cartera Hipotecaria\Diferencias	" 1 archivos         11,187 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\PDReestructuras	" 1 archivos         10,867 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\RetroEspa§a	" 1 archivos         10,659 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Validaci¢nIncidenciaRECBUEMAL	" 1 archivos         10,547 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\docusign	" 4 archivos          9,736 bytes"	0.000
 Directorio de D:\TDC2014\CCFs\Validaciones	" 1 archivos          9,582 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\Toolbar	" 3 archivos          9,267 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\Toolbar	" 3 archivos          9,266 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\Herramientas Proactivo	" 1 archivos          9,262 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\Toolbar	" 3 archivos          9,238 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\Toolbar	" 3 archivos          9,169 bytes"	0.000
 Directorio de D:\Personal hga\corrige_virus_accesos_directos\_aplicar_en_raiz_	" 2 archivos          8,943 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\MainWnd	" 3 archivos          8,918 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\MainWnd	" 3 archivos          8,847 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\MainWnd	" 3 archivos          8,763 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\MainWnd	" 3 archivos          8,688 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\CaptionBar	" 3 archivos          8,645 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\C¢digos\Poder Discriminante\Comportamentales	" 4 archivos          8,642 bytes"	0.000
 Directorio de D:\GDrive\Nueva carpeta\CafÇ Tacuva\Cafe Tacuba - Re\_PAlbTN\320x320	" 1 archivos          8,639 bytes"	0.000
 Directorio de D:\Calibraciones2012\Nuevo Modelo\Impacto	" 2 archivos          8,620 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\CaptionBar	" 3 archivos          8,611 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\CaptionBar	" 3 archivos          8,609 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\CaptionBar	" 3 archivos          8,600 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\TSM Herramientas Reactivas	" 1 archivos          7,497 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Documentaci¢n VarHerr	" 1 archivos          7,126 bytes"	0.000
 Directorio de D:\Finanzia2012\C¢digos\des	" 1 archivos          7,042 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\ScrollBar\Horz	" 4 archivos          6,536 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\ScrollBar\Horz	" 4 archivos          6,536 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\ScrollBar\Horz	" 4 archivos          6,536 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\ScrollBar\Horz	" 4 archivos          6,536 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\ScrollBar\Vert	" 4 archivos          6,502 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\ScrollBar\Vert	" 4 archivos          6,502 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\ScrollBar\Vert	" 4 archivos          6,502 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\ScrollBar\Vert	" 4 archivos          6,502 bytes"	0.000
 Directorio de D:\Personal hga\telmex	" 2 archivos          6,402 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start\css	" 3 archivos          6,272 bytes"	0.000
 Directorio de D:\Cuaderno Par†metros\c¢digos	" 1 archivos          6,029 bytes"	0.000
 Directorio de D:\GDrive\Nueva carpeta\CafÇ Tacuva\Cafe Tacuba - Re\_PAlbTN\56x42	" 1 archivos          5,612 bytes"	0.000
 Directorio de D:\GDrive\Nueva carpeta\CafÇ Tacuva\Cafe Tacuba - Re\_PAlbTN\170x128	" 1 archivos          5,424 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\PD Media TSM	" 1 archivos          5,373 bytes"	0.000
 Directorio de D:\Negocio2010\2010\Info\Muestra	" 3 archivos          4,946 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start	" 5 archivos          4,827 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\SVM (Ejemplos y documentaci¢n)\svm_gravity_pablo	" 3 archivos          4,740 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\v1\Enrique\C¢digos R	" 3 archivos          4,224 bytes"	0.000
 Directorio de D:\GpoInnova2014\C¢digos	" 1 archivos          4,007 bytes"	0.000
 Directorio de D:\Venta de Cartera Hipotecaria\cods	" 1 archivos          3,926 bytes"	0.000
 Directorio de D:\Respaldo c¢digos	" 1 archivos          3,675 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\c2	" 2 archivos          3,626 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\Splitter	" 1 archivos          2,805 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\Splitter	" 1 archivos          2,799 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\Splitter	" 1 archivos          2,799 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\Splitter	" 1 archivos          2,798 bytes"	0.000
 Directorio de D:\Calibraciones2012\a§opasado\Vectores	" 1 archivos          2,501 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\SAS\Datos Macro Language\z-OS	" 2 archivos          2,429 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\contingencia\resumen cifras\reest_bnc_fnz	" 1 archivos          2,310 bytes"	0.000
 Directorio de D:\NvosModelosSP\CasosPracGCR	" 1 archivos          2,188 bytes"	0.000
 Directorio de D:\Personal hga\corrige_virus_accesos_directos	" 1 archivos          2,114 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\SAS\Datos Macro Language\z-OS\rawdata	" 7 archivos          1,694 bytes"	0.000
 Directorio de D:\Temporal\calconsmora	" 1 archivos          1,565 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\SAS\Datos Multivariate Statistical Methods	" 2 archivos          1,408 bytes"	0.000
 Directorio de D:\scissors	" 1 archivos          1,163 bytes"	0.000
 Directorio de D:\Mis documentos\Mi m£sica	 1 archivos            892 bytes	0.000
 Directorio de D:\GDrive\Playlists	 3 archivos            618 bytes	0.000
 Directorio de D:\swp55	 2 archivos            579 bytes	0.000
 Directorio de D:\RAR3\Buenos cancelados	 1 archivos            561 bytes	0.000
 Directorio de D:\swp55\TCITeX\TrueTeX	 3 archivos            465 bytes	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\Calibraciones BHS\Payment Projection	 1 archivos            359 bytes	0.000
 Directorio de D:\UNIX	 1 archivos            244 bytes	0.000
 Directorio de D:\Lossless\Miles Davis	 1 archivos            177 bytes	0.000
 Directorio de D:\e-spacio	 1 archivos             66 bytes	0.000
 Directorio de D:\work\p	 1 archivos             48 bytes	0.000
 Directorio de D:\B	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2009	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2011	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2011\2011\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2011\2011\Resultados\hga	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2012\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\Bancarias2012\ventas	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Codigos Finales	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Documentos	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones TDC 2013\Automatizaci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\BHS	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\C¢digos\Poder Discriminante	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\Poder Discriminante	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\Poder Discriminante\Reactivas	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones2012\a§opasado	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones2012\Modelo Actual\BHS	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones2012\Nuevo Modelo\Proyecto	 0 archivos              0 bytes	0.000
 Directorio de D:\Calibraciones2012\R	 0 archivos              0 bytes	0.000
 Directorio de D:\CalibracionesHipotecas2014\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\Consumo Cierre 2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Contingencia 2011\Ajuste al Ciclo	 0 archivos              0 bytes	0.000
 Directorio de D:\Correo	 0 archivos              0 bytes	0.000
 Directorio de D:\Cuaderno Par†metros\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\Descarga Base	 0 archivos              0 bytes	0.000
 Directorio de D:\DocsRAR	 0 archivos              0 bytes	0.000
 Directorio de D:\Entrega Nayeli	 0 archivos              0 bytes	0.000
 Directorio de D:\fe4afb7e122ddcbd9f10a2ba3750f1	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\M	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\Q	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\S	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\M	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\Q	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\S	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\Arboles	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\BasesAbr09\gio\gio_compumario_definitivoHoja3	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\BasesMar09\Riesgos 31 ENE	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\BasesMar09\Riesgos 31MAR09	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\CARTERA MENSUAL	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera\Par†metros PÇrdida esperada Ayudamos v01_2008	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera_Ayudamos	 0 archivos              0 bytes	0.000
 Directorio de D:\Financiera_Ayudamos\Info_Financiera\Semanal	 0 archivos              0 bytes	0.000
 Directorio de D:\Finanzia2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Finanzia2012\C¢digos	 0 archivos              0 bytes	0.000
 Directorio de D:\Finanzia2012\Info	 0 archivos              0 bytes	0.000
 Directorio de D:\Finanzia2012\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\comprobantes_pensiones	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\Arcade Fire	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\CafÇ Tacuva\Cafe Tacuba - Re\_PAlbTN	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\Coldplay	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\Interpol	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\Kings of Leon	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta\Soundtrack	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\Nueva carpeta (2)	 0 archivos              0 bytes	0.000
 Directorio de D:\GDrive\NuevoEjeCalibConsumo2013\exceles\ac	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\Docs mios	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\Nueva Segmentaci¢n\S1	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\Nueva Segmentaci¢n\S2	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\Nuevo MÇtodo Segmentaci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\N¢mina\infonom	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\Resultados TU+CC\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\S3 hga	 0 archivos              0 bytes	0.000
 Directorio de D:\GravityHipotecasV2\S3 hga\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\GrupoInnovaci¢n\dh	 0 archivos              0 bytes	0.000
 Directorio de D:\GrupoInnovaci¢n\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\InfoTDC2012	 0 archivos              0 bytes	0.000
 Directorio de D:\InfoTDC2013	 0 archivos              0 bytes	0.000
 Directorio de D:\InfoTDC2013\Reestructuras	 0 archivos              0 bytes	0.000
 Directorio de D:\Lossless	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Antiguo	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Antiguo\AGENDA MENSAJERO\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Biblioteca de calibre	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Calibre Library\John Schember	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Calibre Library\Unknown	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Mis archivos recibidos	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Mis v°deos	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\Mis v°deos\RealPlayer Downloads	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\My eBooks	 0 archivos              0 bytes	0.000
 Directorio de D:\Mis documentos\My SAS Files	 0 archivos              0 bytes	0.000
 Directorio de D:\Muestra DANF	 0 archivos              0 bytes	0.000
 Directorio de D:\Negocio	 0 archivos              0 bytes	0.000
 Directorio de D:\Negocio2010\2010\Info\TNEG3006	 0 archivos              0 bytes	0.000
 Directorio de D:\Negocio2010\2010\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\Negocio2011	 0 archivos              0 bytes	0.000
 Directorio de D:\Negocio2011\Info	 0 archivos              0 bytes	0.000
 Directorio de D:\NuevoEjeCalibConsumo2013\exceles\ac	 0 archivos              0 bytes	0.000
 Directorio de D:\Par†metros Estimaci¢n 2012\TDCNegocio	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Allianz\Traspasos Fondo Deduc	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Basilea	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Comprobantes\Banamex\EdosCta	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Comprobantes\BBVA\TDC	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Comprobantes\h2o	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Comprobantes\N¢mina2015	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Comprobantes\Transferencias\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\Financial Times Papers	 0 archivos              0 bytes	0.000
 Directorio de D:\Personal hga\hsbc\Nueva carpeta	 0 archivos              0 bytes	0.000
 Directorio de D:\pl	 0 archivos              0 bytes	0.000
 Directorio de D:\Plan de Estudios\Modelos Lineales Generalizados	 0 archivos              0 bytes	0.000
 Directorio de D:\PR\alex\Behavior Score	 0 archivos              0 bytes	0.000
 Directorio de D:\PR\alex\Vectores	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas\Foxit Reader\Skins	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\ScrollBar	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\ScrollBar	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\ScrollBar	 0 archivos              0 bytes	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\ScrollBar	 0 archivos              0 bytes	0.000
 Directorio de D:\RAR\Documentos\2009	 0 archivos              0 bytes	0.000
 Directorio de D:\RAR2010\Empresas	 0 archivos              0 bytes	0.000
 Directorio de D:\RAR2010\Empresas\2009	 0 archivos              0 bytes	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\C¢digos\respaldo	 0 archivos              0 bytes	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Enrique	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Enrique\Gravity Hipoteca	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraciones_Empresas2013	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraciones_Empresas2013\ValidacionesInformaci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Consumo	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Consumo\Consumo_Banco	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria\5Calibraciones	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria\5Calibraciones\6Pruebas_MoraScore	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria\5Calibraciones\6Pruebas_MoraScore\Versi¢nFinal	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria\5Calibraciones\6Pruebas_MoraScore\Versi¢nFinal\Moras123	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Calibraci¢n\Hipotecaria\6Parametr°a	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\Documentaci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\EntregaYuriJulio2013	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\EntregaYuriJulio2013\CONTINGENCIA	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\Estimaci¢n_LGD	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\Estimaci¢n_LGD\ConComplementos2012	 0 archivos              0 bytes	0.000
